COMID,CAT_NDAMS2013,CAT_NID_STORAGE2013,CAT_NORM_STORAGE2013,CAT_MAJOR2013,ACC_NDAMS2013,ACC_NID_STORAGE2013,ACC_NORM_STORAGE2013,ACC_MAJOR2013,TOT_NDAMS2013,TOT_NID_STORAGE2013,TOT_NORM_STORAGE2013,TOT_MAJOR2013,siteno,station_nm,dec_lat_va,dec_long_v,min_date,max_date,GagesII,FEATUREDET,Active,DASqKm,DASqMi,STATE
18157053,0,0,0,0,17,7517,1158,0,17,7517,1158,0,2472500,BOUIE CREEK NR HATTIESBURG,31.425833,-89.414722,1938/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02472500,1,787.36,304,MS
18172814,0,0,0,0,249,170669.2,77742.64,5,249,170669.2,77742.64,5,2478500,CHICKASAWHAY RIVER AT LEAKESVILLE,31.148611,-88.548056,1938/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02478500,1,6967.1,2690,MS
18178477,0,0,0,0,160,112145.45,61572.89,4,160,112145.45,61572.89,4,2477000,CHICKASAWHAY RIVER AT ENTERPRISE,32.175833,-88.819722,1938/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02477000,1,2377.62,918,MS
18181725,0,0,0,0,45,18919,4839,0,45,18919,4839,0,2477990,BUCKATUNNA CREEK NR DENHAM,31.694167,-88.519167,1972/10/01 00:00:00,2013/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02477990,1,1274.28,492,MS
18181837,1,96,0,0,46,19015,4839,0,46,19015,4839,0,2478000,BUCKATUNNA CREEK AT DENHAM,31.653494,-88.521694,1938/10/01 00:00:00,1949/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02478000,0,1310.54,506,MS
18182257,0,0,0,0,191,141858.45,72489.89,5,191,141858.45,72489.89,5,2477500,CHICKASAWHAY RIVER NR WAYNESBORO,31.679605,-88.683371,1938/10/01 00:00:00,1950/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02477500,1,4273.5,1650,MS
18194645,0,0,0,0,54,67786.9,48432.8,2,54,67786.9,48432.8,2,2476000,OKATIBBEE CREEK NR MERIDIAN,32.352921,-88.756714,1938/10/01 00:00:00,1972/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02476000,0,611.24,236,MS
18194859,0,0,0,0,42,17637.45,3259.09,0,42,17637.45,3259.09,0,2475500,CHUNKY RIVER NR CHUNKY,32.326111,-88.909167,1938/10/01 00:00:00,1999/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02475500,1,955.71,369,MS
18195359,0,0,0,0,108,91262,58173.8,4,108,91262,58173.8,4,2476600,OKATIBBEE CREEK AT ARUNDEL,32.298333,-88.753611,1968/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02476600,1,885.78,342,MS
18204994,1,3164,3164,0,1,3164,3164,0,1,3164,3164,0,2465200,LAKE CREEK NEAR NORTHPORT AL,33.286228,-87.683344,1957/10/01 00:00:00,1970/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02465200,0,9.6089,3.71,AL
18206880,2,180,180,0,4,330,304,0,4,330,304,0,2465292,CRIBBS MILL CREEK AT WW PLANT AT TUSCALOOSA,33.174842,-87.564729,2002/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02465292,1,27.713,10.7,AL
18208346,0,0,0,0,1,240,152,0,1,240,152,0,2465493,ELLIOTTS CREEK AT MOUNDVILLE AL,32.997346,-87.62223,1976/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02465493,1,83.657,32.3,AL
18208932,0,0,0,0,2,721.75,686.8,0,2,721.75,686.8,0,2465500,FIVEMILE CREEK NEAR GREENSBORO AL,32.832628,-87.606674,1954/10/01 00:00:00,1971/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02465500,0,190.624,73.6,AL
18210332,0,0,0,0,96,21707.2,9543,0,96,21707.2,9543,0,2466500,BIG PRAIRIE CREEK NEAR GALLION,32.541246,-87.681119,1940/10/01 00:00:00,1952/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02466500,0,442.89,171,AL
18210942,0,0,0,0,265,2418555.37,2023669.02,37,265,2418555.37,2023669.02,37,2466000,BLACK WARRIOR RIVER NEAR EUTAW,32.81874,-87.816124,1932/10/01 00:00:00,1955/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02466000,0,15001.28,5792,AL
18215736,1,58650,49100,1,266,2477205.37,2072769.02,38,266,2477205.37,2072769.02,38,2466030,BLACK WARRIOR RIVER AT SELDEN L & D NEAR EUTAW,32.777908,-87.840569,1976/10/01 00:00:00,2012/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02466030,1,15047.9,5810,AL
18225427,0,0,0,0,1,80,67,0,1,80,67,0,2461500,VALLEY CREEK NEAR BESSEMER,33.419276,-86.982771,1998/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02461500,1,135.975,52.5,AL
18227431,0,0,0,0,0,0,0,0,0,0,0,0,2464360,BINION CREEK BELOW GIN CREEK NEAR SAMANTHA AL,33.424837,-87.642509,1986/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02464360,1,148.148,57.2,AL
18227533,0,0,0,0,0,0,0,0,0,0,0,0,2464146,TURKEY CREEK NEAR TUSCALOOSA,33.413448,-87.51056,1986/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02464146,1,15.9544,6.16,AL
18228681,0,0,0,0,0,0,0,0,0,0,0,0,2463500,HURRICANE CREEK NEAR HOLT AL,33.211229,-87.447503,1952/10/01 00:00:00,1969/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02463500,0,279.72,108,AL
18229143,0,0,0,0,1,1583,384,0,1,1583,384,0,2464000,NORTH RIVER NEAR SAMANTHA AL,33.479281,-87.59723,1968/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02464000,1,577.57,223,AL
18229157,0,0,0,0,17,4338,2653,3,17,4338,2653,3,2462000,VALLEY CREEK NEAR OAK GROVE AL,33.447332,-87.122219,1978/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02462000,1,383.32,148,AL
18229183,0,0,0,0,8,2490,1123,0,8,2490,1123,0,2462800,DAVIS CREEK BELOW ABERNANT AL,33.308448,-87.219442,1956/10/01 00:00:00,1971/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02462800,0,117.327,45.3,AL
18229579,0,0,0,0,2,1940,669,0,2,1940,669,0,2464500,NORTH RIVER (SITE B) NR TUSCALOOSA,33.354005,-87.55334,1952/10/01 00:00:00,1968/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02464500,0,963.48,372,AL
18229923,1,13800,12340,1,183,2402452.92,2010855.52,37,183,2402452.92,2010855.52,37,2465000,BLACK WARRIOR RIVER AT NORTHPORT AL,33.209285,-87.590007,1928/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02465000,1,12483.8,4820,AL
18232673,0,0,0,0,142,1771665.52,1463859.12,29,142,1771665.52,1463859.12,29,2462500,BLACK WARRIOR R AT BANKHEAD L&D NEAR BESSEMER AL,33.458446,-87.354168,1977/10/01 00:00:00,2014/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02462500,1,10310.79,3981,AL
18232675,1,117990,117990,1,158,2190239.92,1852216.52,33,158,2190239.92,1852216.52,33,2462951,BLACK WARRIOR RIVER AT HOLT L&D NEAR HOLT AL.,33.253173,-87.44917,1976/10/01 00:00:00,2000/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02462951,1,10927.21,4219,AL
18238835,0,0,0,0,5,945,885,0,5,945,885,0,2428500,BIG FLAT CREEK NEAR FOUNTAIN AL,31.608492,-87.412489,1943/10/01 00:00:00,1970/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02428500,0,639.73,247,AL
18239649,1,96360,96360,1,1677,8542951.2,7561391.35,151,1677,8542951.2,7561391.35,151,2428400,ALABAMA RIVER AT CLAIBORNE L&D NEAR MONROEVILLE,31.615158,-87.550548,1975/10/01 00:00:00,2015/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02428400,1,55615.07,21473,AL
18239683,0,0,0,0,1686,8544155.2,7562482.35,151,1686,8544155.2,7562482.35,151,2429500,ALABAMA RIVER AT CLAIBORNE AL,31.546827,-87.512491,1930/10/01 00:00:00,1975/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02429500,0,56894.53,21967,AL
18242277,0,0,0,0,2,360,350,0,2,360,350,0,2429595,LITTLE RIVER NEAR URIAH AL,31.242117,-87.613878,1968/10/01 00:00:00,1979/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02429595,0,246.568,95.2,AL
18514402,0,0,0,0,0,0,0,0,0,0,0,0,2378500,FISH RIVER NEAR SILVER HILL AL,30.545471,-87.798601,1987/10/01 00:00:00,2012/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02378500,1,143.227,55.3,AL
18515610,2,308,236,0,2,308,236,0,2,308,236,0,2471078,FOWL RIVER AT HALF-MILE RD NEAR LAURENDINE,30.500751,-88.181391,1995/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02471078,1,42.735,16.5,AL
18516128,0,0,0,0,0,0,0,0,0,0,0,0,2378300,MAGNOLIA RIVER AT US 98 NEAR FOLEY,30.406587,-87.736932,1999/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02378300,1,42.994,16.6,AL
18523609,0,0,0,0,3,338,266,0,3,338,266,0,2471000,CHICKASAW CREEK NEAR WHISTLER AL,30.820464,-88.153891,1951/10/01 00:00:00,1968/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02471000,0,318.57,123,AL
18523647,0,0,0,0,3,338,266,0,3,338,266,0,2471001,CHICKASAW CREEK NEAR KUSHLA AL,30.802965,-88.143336,1951/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02471001,1,323.75,125,AL
18533178,0,0,0,0,3,404,0,0,3,404,0,0,2468000,ALAMUCHEE CREEK NEAR CUBA AL,32.433473,-88.333364,1954/10/01 00:00:00,1967/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02468000,0,161.357,62.3,AL
18540822,1,150000,120000,1,1153,3376274.56,2666487.04,53,1153,3376274.56,2666487.04,53,2467000,TOMBIGBEE R AT DEMOPOLIS L&D NEAR COATOPA,32.519581,-87.878348,1928/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02467000,1,39847.15,15385,AL
18542556,0,0,0,0,32,19080.2,4000,0,32,19080.2,4000,0,2468500,CHICKASAW BOGUE NEAR LINDEN AL,32.329308,-87.790844,1966/10/01 00:00:00,1983/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02468500,0,665.63,257,AL
18543568,0,0,0,0,1,116,108,0,1,116,108,0,2469550,HORSE CREEK NEAR SWEETWATER AL,32.049317,-87.87001,1959/10/01 00:00:00,1970/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02469550,0,156.436,60.4,AL
18544602,0,0,0,0,3,322,232,0,3,322,232,0,2469000,KINTERBISH CREEK NEAR YORK AL,32.316808,-88.183357,1954/10/01 00:00:00,1967/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02469000,0,235.431,90.9,AL
18545406,0,0,0,0,2,390,0,0,2,390,0,0,2469500,TUCKABUM CREEK NEAR BUTLER AL,32.183478,-88.170021,1954/10/01 00:00:00,1970/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02469500,0,297.85,115,AL
18548516,1,190800,190800,1,1286,3640891.06,2890454.74,57,1286,3640891.06,2890454.74,57,2469761,TOMBIGBEE R AT COFFEEVILLE L&D NR COFFEEVILLE,31.758491,-88.129176,1960/10/01 00:00:00,2012/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02469761,1,47700.03,18417,AL
18565735,0,0,0,0,5,375,275,0,5,375,275,0,2455980,TURKEY CREEK AT SEWAGE PLANT NEAR PINSON AL,33.711213,-86.696101,1988/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02455980,1,70.966,27.4,AL
18566081,0,0,0,0,2,334,256,0,2,334,256,0,2457595,FIVEMILE CREEK NEAR REPUBLIC,33.597049,-86.868048,1988/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02457595,1,134.421,51.9,AL
18566179,0,0,0,0,2,150,120,0,2,150,120,0,2458600,VILLAGE CREEK NEAR DOCENA,33.548161,-86.925827,1996/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02458600,1,135.198,52.2,AL
18566197,1,30,20,0,2,150,120,0,2,150,120,0,2458300,VILLAGE CREEK AT 24TH ST. AT BIRMINGHAM,33.542605,-86.817491,1988/10/01 00:00:00,2006/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02458300,1,67.34,26,AL
18566201,0,0,0,0,2,150,120,0,2,150,120,0,2458450,VILLAGE CREEK AT AVENUE W AT ENSLEY,33.517606,-86.879158,1988/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02458450,1,86.765,33.5,AL
18566299,0,0,0,0,0,0,0,0,0,0,0,0,2456330,CROOKED CREEK NEAR MORRIS,33.736214,-86.866662,1976/10/01 00:00:00,1988/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02456330,0,41.958,16.2,AL
18566317,0,0,0,0,54,20117,12784,5,54,20117,12784,5,2456500,LOCUST FORK AT SAYRE,33.709827,-86.98333,1941/10/01 00:00:00,1991/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02456500,1,2292.15,885,AL
18566327,0,0,0,0,1,254,184,0,1,254,184,0,2457000,FIVEMILE CREEK AT KETONA AL,33.601492,-86.755546,1996/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02457000,1,61.901,23.9,AL
18578829,0,0,0,0,1,56,53,0,1,56,53,0,2450250,SIPSEY FORK NEAR GRAYSON AL,34.285378,-87.398908,1966/10/01 00:00:00,2015/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02450250,1,238.539,92.1,AL
18579837,0,0,0,0,5,583,571,0,5,583,571,0,2450825,CLEAR C AT NEW HOPE CHURCH NR POPLAR SPRINGS,34.081215,-87.422793,1994/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02450825,1,261.59,101,AL
18580425,0,0,0,0,0,0,0,0,0,0,0,0,2451000,CLEAR CREEK AT FALLS CITY AL,34.034827,-87.300011,1939/10/01 00:00:00,1954/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02451000,0,385.91,149,AL
18580441,0,0,0,0,6,536,508,0,6,536,508,0,2450500,SIPSEY FORK NEAR FALLS CITY AL,34.052049,-87.266955,1943/10/01 00:00:00,1954/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02450500,0,932.4,360,AL
18588844,0,0,0,0,0,0,0,0,0,0,0,0,2449882,BLUE SPRINGS CREEK NEAR BLOUNTSVILLE,34.07982,-86.60777,1992/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02449882,1,33.67,13,AL
18590656,0,0,0,0,14,36335,26099,4,14,36335,26099,4,2450180,MULBERRY FORK NEAR ARKADELPHIA,33.872047,-86.922221,1988/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02450180,1,1261.33,487,AL
18591722,0,0,0,0,1,100,80,0,1,100,80,0,2454000,LOST CREEK NEAR OAKMAN AL,33.763998,-87.358338,1951/10/01 00:00:00,1966/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02454000,0,347.06,134,AL
18591758,0,0,0,0,1,100,80,0,1,100,80,0,2454055,LOST CREEK ABOVE PARRISH,33.741776,-87.326948,1992/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02454055,1,370.37,143,AL
18592074,0,0,0,0,42,1711386.52,1419822.12,6,42,1711386.52,1419822.12,6,2453500,MULBERRY FORK AT CORDOVA AL,33.757607,-87.170279,1900/10/01 00:00:00,1912/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02453500,1,4962.44,1916,AL
18601040,0,0,0,0,60,34497.1,8459,0,60,34497.1,8459,0,2447500,NOXUBEE RIVER NEAR BROOKSVILLE,33.225125,-88.702827,1943/10/01 00:00:00,1964/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02447500,0,1155.14,446,MS
18602182,1,320,0,0,80,39809.1,8459,0,80,39809.1,8459,0,2448000,NOXUBEE RIVER AT MACON,33.072361,-88.558778,1938/10/01 00:00:00,1989/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02448000,1,1989.12,768,MS
18604216,0,0,0,0,39,16228.7,3466.74,0,102,42707.1,9123,0,2448500,NOXUBEE RIVER NR GEIGER,32.932629,-88.29781,1990/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02448500,1,2841.23,1097,AL
18604744,0,0,0,0,13,4036.6,79,0,13,4036.6,79,0,2448900,BODKA CREEK NEAR GEIGER,32.807076,-88.311976,1990/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02448900,1,409.22,158,AL
18614854,0,0,0,0,7,4544.5,1075,1,7,4544.5,1075,1,2445500,SIPSEY RIVER AT FAYETTE AL,33.669554,-87.816407,1939/10/01 00:00:00,1959/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02445500,0,730.38,282,AL
18615770,0,0,0,0,12,5246.5,1591,1,12,5246.5,1591,1,2446000,SIPSEY RIVER AT MOORES BRIDGE AL,33.448448,-87.763902,1939/10/01 00:00:00,1951/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02446000,0,1069.67,413,AL
18618644,0,0,0,0,18,6465.5,2675,1,18,6465.5,2675,1,2447000,SIPSEY RIVER NEAR PLEASANT RIDGE AL,33.038736,-88.105858,1939/10/01 00:00:00,1959/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02447000,0,1991.71,769,AL
18630026,0,0,0,0,6,506,371,0,6,506,371,0,2445000,LUBBUB CREEK NR CARROLLTON,33.250121,-88.083359,1954/10/01 00:00:00,1964/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02445000,0,290.08,112,AL
18631042,0,0,0,0,402,565737.79,379186.62,12,402,565737.79,379186.62,12,2444160,TOMBIGBEE RIVER AT BEVILL L&D NR PICKENSVILLE,33.210679,-88.288645,1980/10/01 00:00:00,2009/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02444160,1,14892.5,5750,AL
18631086,0,0,0,0,417,567753.79,380252.62,12,417,567753.79,380252.62,12,2444500,TOMBIGBEE RIVER NEAR COCHRANE,33.081237,-88.237809,1938/10/01 00:00:00,1977/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02444500,0,15384.6,5940,AL
18632060,0,0,0,0,10,1269.9,776.4,0,10,1269.9,776.4,0,2449245,BRUSH CREEK NEAR EUTAW AL,32.830963,-87.982239,1975/10/01 00:00:00,1997/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02449245,0,111.888,43.2,AL
18634030,0,0,0,0,455,578467.69,386488.22,13,455,578467.69,386488.22,13,2447025,TOMBIGBEE R AT HEFLIN L&D NR GAINESVILLE ALA.,32.848186,-88.156136,1978/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02447025,1,18725.7,7230,AL
18634054,0,0,0,0,583,686059.39,443130.72,14,583,686059.39,443130.72,14,2449000,TOMBIGBEE RIVER AT GAINESVILLE,32.825131,-88.156692,1961/10/01 00:00:00,1978/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02449000,0,22356.88,8632,AL
18645748,0,0,0,0,3,179,147,0,3,179,147,0,2442000,LUXAPALLILA CREEK NEAR FAYETTE AL,33.719553,-87.870576,1945/10/01 00:00:00,1970/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02442000,0,336.7,130,AL
18648210,0,0,0,0,6,510,318.3,0,6,510,318.3,0,2443000,LUXAPALLILA CREEK AT STEENS,33.560278,-88.315278,1949/10/01 00:00:00,1977/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02443000,1,800.31,309,MS
18648624,0,0,0,0,21,3116.8,2029,0,21,3116.8,2029,0,2443500,LUXAPALLILA CREEK NR COLUMBUS,33.514167,-88.395278,1997/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02443500,1,1851.85,715,MS
18657916,0,0,0,0,42,38909.8,423.9,0,42,38909.8,423.9,0,2440500,CHUQUATONCHEE CREEK NR WEST POINT,33.607222,-88.709167,1947/10/01 00:00:00,1973/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02440500,1,1307.95,505,MS
18658514,0,0,0,0,19,31876,194,0,19,31876,194,0,2440000,CHUQUATONCHEE CREEK NR EGYPT,33.84,-88.761944,1951/10/01 00:00:00,1973/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02440000,1,432.53,167,MS
18670534,0,0,0,0,1,114,114,1,1,114,114,1,2438000,BUTTAHATCHEE RIVER BELOW HAMILTON AL,34.106213,-87.989476,1991/10/01 00:00:00,2015/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02438000,1,717.43,277,AL
18672984,0,0,0,0,0,0,0,0,0,0,0,0,2439000,BUTTAHATCHEE RIVER NEAR SULLIGENT AL,33.929828,-88.101977,1939/10/01 00:00:00,1959/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02439000,9,1222.48,472,AL
18673952,0,0,0,0,6,1707,1461,1,6,1707,1461,1,2439400,BUTTAHATCHEE RIVER NR ABERDEEN,33.79,-88.315278,1966/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02439400,1,2066.82,798,MS
18681950,0,0,0,0,27,59910,6297,1,27,59910,6297,1,2435020,TOWN CREEK AT EASON BOULEVARD AT TUPELO,34.235556,-88.695833,1970/10/01 00:00:00,2003/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02435020,1,603.47,233,MS
18683048,0,0,0,0,78,129094,22378,2,78,129094,22378,2,2436500,TOWN CREEK NR NETTLETON,34.059167,-88.628056,1939/10/01 00:00:00,1988/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02436500,1,1605.8,620,MS
18683336,0,0,0,0,2,5116,0,0,2,5116,0,0,2434250,TISHOMINGO CREEK NR SALTILLO,34.408436,-88.752833,1949/10/01 00:00:00,1963/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02434250,0,77.959,30.1,MS
18683344,0,0,0,0,2,15020,1247,0,2,15020,1247,0,2434500,EUCLAUTUBBA CREEK AT SALTILLO,34.37177,-88.69922,1951/10/01 00:00:00,1967/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02434500,0,49.469,19.1,MS
18683478,0,0,0,0,14,27253,9978,1,14,27253,9978,1,2436000,CHIWAPA CREEK AT SHANNON,34.11,-88.722222,1951/10/01 00:00:00,1967/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02436000,1,375.55,145,MS
18691269,0,0,0,0,1,325,0,0,1,325,0,0,2429900,BIG BROWN CREEK NR BOONEVILLE,34.624722,-88.445,1973/10/01 00:00:00,2003/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02429900,1,70.189,27.1,MS
18691757,0,0,0,0,0,0,0,0,0,0,0,0,2429955,WEST CANAL LITTLE BROWN CREEK NR NEW SITE,34.541486,-88.404492,1973/10/01 00:00:00,1989/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02429955,0,108.78,42,MS
18692025,0,0,0,0,0,0,0,0,0,0,0,0,2429949,LITTLE BROWN CREEK NR NEW SITE,34.53732,-88.400603,1973/10/01 00:00:00,1989/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02429949,0,109.298,42.2,MS
18692139,0,0,0,0,0,0,0,0,0,0,0,0,2429980,POLLARD MILL BRANCH AT PADEN,34.653889,-88.248889,1972/10/01 00:00:00,2003/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02429980,1,5.2059,2.01,MS
18692293,1,180000,180000,1,1,180000,180000,1,1,180000,180000,1,2430000,MACKEYS CREEK NR DENNIS,34.526208,-88.322824,1937/10/01 00:00:00,1979/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02430000,0,173.271,66.9,MS
18693017,0,0,0,0,0,0,0,0,1,180000,180000,1,2430100,MACKEYS CREEK NR MOORES MILL,34.487043,-88.345602,1983/10/01 00:00:00,1995/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02430100,0,305.62,118,MS
18693151,0,0,0,0,0,0,0,0,0,0,0,0,2430085,RED BUD CREEK NR MOORES MILL,34.466667,-88.283611,1975/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02430085,1,40.663,15.7,MS
